"id","product_category_id","name","description","image","barcode","buying_price","selling_price","quantity","created_by","updated_by","is_active","created_at","updated_at"
"259","14","BOOK NEW OXFORD SECONDARY SCIENCE G6",NULL,NULL,"9789697340033","922.25","1190.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:27:21"
"260","14","BOOK ISLAMAIT G6",NULL,NULL,"9789697342372","534.75","690.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-23 22:01:35"
"261","14","BOOK SECONDARY GEO GRAPHY G6",NULL,NULL,"9789697343164","465.00","600.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:28:20"
"262","14","BOOK HISTORY G6",NULL,NULL,"9780190703448","465.00","600.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:28:44"
"263","14","BOOK URDU (CHAMPA) G6",NULL,NULL,"9789697342808","635.50","820.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:29:08"
"264","14","BOOK GRAMMER TREE G6",NULL,NULL,"9780190700768","635.50","820.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:29:29"
"265","15","BOOK  KEYBOARD COMPUTER G7",NULL,NULL,"9789697341887","782.75","1010.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:30:05"
"266","15","BOOK COUNTDOWN G7",NULL,NULL,"9789697342662","813.75","1050.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:30:22"
"267","15","BOOK OXFORD MODREN ENGLISH BOOK G7",NULL,NULL,"9789697342990","771.13","995.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:30:41"
"268","15","BOOK ENGLISH WORK BOOK G7",NULL,NULL,"9789697343027","503.75","650.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:31:02"
"269","15","BOOK NEW OXFORD SECONDARY SCIENCE G7",NULL,NULL,"9789697340040","922.25","1190.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:31:18"
"270","15","BOOK ISLAMIAT G7",NULL,NULL,"9789697342389","682.00","880.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-23 21:27:54"
"271","15","BOOK GEO GRAPHY G7",NULL,NULL,"9789697343171","484.38","625.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:31:46"
"272","15","BOOK HISTORY G7",NULL,NULL,"9780190703455","484.38","625.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:32:01"
"273","15","BOOK GRAMMER TREE G7",NULL,NULL,"9780190700775","658.75","850.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:32:22"
"274","15","BOOK SUREJ MUKHI G7",NULL,NULL,"9789697342815","654.88","845.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:32:39"
"275","16","BOOK KEYBOARD COMPUTE G8",NULL,NULL,"9789697341894","887.38","1145.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:33:09"
"276","16","BOOK NEW COUNTDOWN G8",NULL,NULL,"9789697342679","813.75","1050.00","1","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-06-13 05:07:44"
"277","16","BOOK OXFORD MODREN ENGLISH G8",NULL,NULL,"9789697343003","775.00","1000.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:35:14"
"278","16","BOOK ENGLISH WORK BOOK G8",NULL,NULL,"9789697343034","503.75","650.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:35:39"
"279","16","BOOK NEW OXFORD SECONDARY SCIENCE G8",NULL,NULL,"9789697340057","922.25","1190.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:36:23"
"280","16","BOOK ISLAMAIT G8",NULL,NULL,"9789697342396","616.13","795.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-23 21:21:37"
"281","16","BOOK GEO GRAPHY G8",NULL,NULL,"9789697343188","542.50","700.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:36:49"
"282","16","BOOK SECONDARY HISTORY G8",NULL,NULL,"9780190703462","542.50","700.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:37:16"
"283","16","BOOK GRAMMER TREE G8",NULL,NULL,"9780190700782","674.25","870.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:37:59"
"284","16","BOOK URDU (KANWEL) G8",NULL,NULL,"9789697342822","654.88","845.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:40:40"
"285","17","Hoodi No.22",NULL,NULL,,"1170.00","1500.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00",NULL
"286","17","Hoodi No.24",NULL,NULL,,"1370.00","1550.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00",NULL
"287","17","Zipper No.24",NULL,NULL,,"1370.00","1500.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00",NULL
"288","17","Zipper No.26",NULL,NULL,,"1370.00","1500.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00",NULL
"289","17","Zipper No.28",NULL,NULL,,"1370.00","1500.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00",NULL
"290","17","Zipper No.30",NULL,NULL,,"1370.00","1600.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00",NULL
"291","17","Zipper No.32",NULL,NULL,,"1370.00","1600.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00",NULL
"292","17","Zipper No.34",NULL,NULL,,"1370.00","1600.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00",NULL
